Action_1,ALX,0.9550781,0.9536133,0.953125,0.9580078,0.9545898,0.9511719,0.9526367,0.9482422,0.9575195,0.9545898,0.9575195,0.9550781,0.953125,0.9516602,0.9550781,0.9467773,0.9550781,0.9550781,0.9560547,0.9560547,0.9521484,0.9580078,0.9492188,0.953125,0.9467773,0.9492188,0.9609375,0.9584961,0.9575195,0.9614258,0.9375,0.9458008,0.9492188,0.9545898,0.9428711,0.9458008,0.972168,0.9677734,0.9443359,0.9370117,0.9541016,0.9555664,0.9526367,0.9472656,0.9555664,0,0,0
Action_1,ALY,-0.284668,-0.2822266,-0.284668,-0.2885742,-0.2851563,-0.2875977,-0.2851563,-0.2856445,-0.2871094,-0.2817383,-0.28125,-0.2836914,-0.2807617,-0.284668,-0.2807617,-0.2792969,-0.2836914,-0.2836914,-0.2797852,-0.2797852,-0.2836914,-0.277832,-0.2797852,-0.2856445,-0.2758789,-0.2797852,-0.2856445,-0.3017578,-0.2875977,-0.269043,-0.2661133,-0.2636719,-0.2729492,-0.3193359,-0.315918,-0.309082,-0.3222656,-0.2705078,-0.2358398,-0.2685547,-0.3149414,-0.3388672,-0.3310547,-0.3164063,-0.2783203,0,0,0
Action_1,ALZ,0.01318359,0.01025391,0.01367188,0.01757813,0.01416016,0.01220703,0.01123047,0.01025391,0.007324219,0.01220703,0.01074219,0.01513672,0.009277344,0.006835938,0.01123047,0.01318359,0.01318359,0.01318359,0.009277344,0.009277344,0.015625,0.01123047,0.008789063,0.01025391,0.006347656,0.01269531,0.01513672,0.02246094,0.01757813,0.01416016,0.01708984,0.01757813,0.004394531,0.01367188,0.0004882813,0.02490234,0.01660156,0.01074219,0.02148438,0.01855469,0.001464844,-0.015625,-0.01025391,0.01953125,0.02490234,0,0,0
Action_1,ARX,0.9296875,0.9277344,0.9345703,0.9287109,0.9296875,0.934082,0.9282227,0.9335938,0.9306641,0.9287109,0.9282227,0.9291992,0.9296875,0.9301758,0.9287109,0.9306641,0.925293,0.9311523,0.9248047,0.9345703,0.9306641,0.9301758,0.9291992,0.9321289,0.9301758,0.934082,0.9331055,0.9316406,0.9394531,0.9399414,0.9248047,0.9204102,0.921875,0.9228516,0.9287109,0.9306641,0.9287109,0.9321289,0.9257813,0.9262695,0.925293,0.9248047,0.9335938,0.9272461,0.9262695,0,0,0
Action_1,ARY,0.269043,0.2675781,0.2709961,0.2675781,0.2724609,0.2666016,0.265625,0.269043,0.2680664,0.2651367,0.2695313,0.2700195,0.2714844,0.2709961,0.2709961,0.2734375,0.2709961,0.2661133,0.2768555,0.2724609,0.265625,0.2695313,0.2675781,0.2646484,0.2651367,0.2670898,0.2700195,0.2651367,0.2592773,0.2631836,0.2675781,0.2709961,0.2939453,0.2822266,0.2875977,0.2753906,0.2773438,0.265625,0.2612305,0.2836914,0.2915039,0.2900391,0.2797852,0.2714844,0.2719727,0,0,0
Action_1,ARZ,0.1513672,0.1591797,0.1577148,0.1503906,0.1518555,0.1591797,0.1469727,0.1567383,0.1547852,0.1533203,0.1459961,0.1469727,0.1489258,0.1469727,0.144043,0.1450195,0.1391602,0.1518555,0.1469727,0.1425781,0.1416016,0.1435547,0.1523438,0.1552734,0.1542969,0.1464844,0.1635742,0.1435547,0.1323242,0.1293945,0.1542969,0.1577148,0.1523438,0.1557617,0.1621094,0.1503906,0.1455078,0.1323242,0.1416016,0.1523438,0.1694336,0.1572266,0.1459961,0.1210938,0.1577148,0,0,0
Action_1,EMG0L,-2,-3,3,0,1,-1,0,-2,0,-2,-1,-1,-3,2,-2,-1,-5,0,-1,-1,0,-1,-2,1,-4,-1,-1,0,0,-1,-1,-5,-1,1,-1,0,-1,0,0,-1,0,-2,0,1,0,0,0,0
Action_1,EMG1L,-1,0,7,-5,0,-2,-4,-2,0,-2,0,-4,-3,3,-2,-1,-1,0,-2,0,-3,0,-3,0,-3,-2,0,-3,-2,0,1,-3,-3,3,-5,-2,2,-1,-3,3,0,-6,-1,-1,-1,0,0,0
Action_1,EMG2L,-1,-1,0,0,0,-1,-2,0,0,-1,0,0,-2,0,-2,-1,-1,-4,-1,1,0,-1,-1,-1,-2,-3,0,-3,-2,0,-1,0,-4,2,0,-13,6,-2,-1,1,-1,0,-2,0,-1,0,0,0
Action_1,EMG3L,0,-2,-2,1,-2,-1,-1,-2,-1,-2,-1,-2,-1,-2,-3,-1,-1,-2,1,-1,-1,0,0,-1,-1,1,0,-1,-1,-1,-1,-1,1,-1,-4,-4,1,-3,1,1,-2,-1,1,-2,0,0,0,0
